n;nombre;unidad_medida;precio_unitario;saldo_inicial;entradas;salidas;saldo_final
3277;DUROTIP TIJERA DE DISECCION, CURVA LONGITUD 115 MM,  CON ANILLADOS DORADOS Y CARBURO DE TUNGISTENO EN LAS PUNTOS.;PZA;1641;392;0;392;0
3278;DUROTIP TIJERA PARA  DISECCION MAYO-LEXER  CURVA, LONGITUD 165 MM CON UN ANILLOS DORADO Y CARBURO DE TUNGSTENO EN LAS PUNTAS;PZA;1704;89;0;89;0
3279;DUROTIP TIJERA PARA  SUTURADAS, QUIRURGICAS, CORTE ONDULADO, CURVA, LONGITUD 145 MM CON UN AMILLOA DORADO Y CARBURO DE TUNGSTENO EN PUNTAS CURVA LONGITUD 200 MM, CON ANILLADOS DORADOS Y CARBURO DE TUN;PZA;2314;5;0;5;0
3280;DUROTIP TIJERA PARA SUTURAS QUIRURGICAS CORTE ONDULADO, CURVA LONGITUD DE 180 MM, CON ANILLOS DORADOS Y CARBURO DE TUNGSTENO EN LAS PUNTAS;PZA;2405;0;0;0;0
3281;EJ446XX PARA TROCAR 5,5 MM (LAPAROSCOPIA);UND;180;0;0;0;0
3282;EJ449XX PARA TROCAR DE 10 MM (LAPAROSCOPIA);UND;180;0;0;0;0
3283;EJ570 TROCAR 5,5 MM (LAPAROSCOPIA);UND;180;0;0;0;0
3284;EJE571 TROCAR DE 10 MM (LAPAROSCOPIA);UND;180;0;0;0;0
3285;ELECTRODOS DESCARTABLES (UTI);UND;95;0;0;0;0
3286;EMBUDO DE VIDRIO;UND;55;0;0;0;0
3287;EPTIPS ESTANDAR ( 2 X 500 UNIDADES);UND;450;0;0;0;0
3288;EQUIPO DE AMEU DESCARTABLE;PZA;660;0;0;0;0
3289;ESCOBILLA DE CERDAS PARA TUBOS;PZA;12;40;0;40;0
3290;ESCOBILLONES;PZA;15;0;0;0;0
3291;ESCOPLO PARA ESTERNON DE LEBSCHE, 200 MM;PZA;3319;9;0;9;0
3292;ESFINTEROTOMO PARA PRE CORTE;PZA;1537;10;0;10;0
3293;ESFINTEROTOMO TRIPLE LUMAN KD V 411M-0320;PZA;1508;12;0;12;0
3294;ESPATULA CEREBRAL PLANA, MALEABLE DE 11MM/13MM Y 180MM DE LARGO;UND;524;0;0;0;0
3295;ESPATULA CEREBRAL PLANA, MALEABLE DE 12MM DE ANCHO Y 200MM DE LARGO;UND;232;390;0;390;0
3296;ESPATULA DE CEREBRO CANULADO 20 A 30 CM;PZA;175;392;0;392;0
3297;ESPATULA MALEABLE DE 200X12MM;PZA;167;89;0;89;0
3298;ESPATULA MALEABLE DE 200X17MM;PZA;178;5;0;5;0
3299;ESPATULA PULMONAR DE ALLISON, 40 MM, 255 MM;PZA;1698;0;0;0;0
3300;ESPECULO VAGINAL COLLIN 2 CM;PZA;550;0;0;0;0
3301;ESTERILLA DE SILICONA PARA CESTA 3/4;PZA;390;0;0;0;0
3302;ESTETOSCOPIO DE DOBLE CAMPANA;GLOBAL;850;0;0;0;0
3303;ESTILETE ABOTANADO 2 MM 14,5 CM DE COLOR MATE DE ACERO INOXIDABLE (EMERGENCIA);UND;161,5;0;0;0;0
3304;ESTILETE DE 16 CM;PZA;40;0;0;0;0
3305;ESTILETE LONGITUD DE 250 MM;PZA;190;0;0;0;0
3306;ESTINTEROTOMO PARA PRE CORTE;UND;1536;0;0;0;0
3307;ESTINTEROTOMO TRIPLE LUMEN KD-V411M-0320;UND;1359;0;0;0;0
3308;ESTRACTOR DE LECHE;PZA;17,4;40;0;40;0
3309;ESTUCHE DE ACERO 18/20 200*100*60MM;UND;1010;0;0;0;0
3310;FARABEU 15 CM;UND;515;9;0;9;0
3311;FILTRO PARA MASCARILLA 3M (ONCOLOGIA);UND;80;10;0;10;0
3312;FILTROS ANTI BACTERIANOS-ANTI VIRALES;CJA;25;12;0;12;0
3313;FLUJOMETRO;UND;153,5;0;0;0;0
3314;FONENDOSCOPIO;UND;540;0;0;0;0
3315;"FONENDOSCOPIO ""LITMAN 3M""";PZA;1566;1;0;1;0
3316;FRESA DIAMANTE PARA MOTOR ELAN CON CÓDIGO DE 3.0MM DE GRANO EXTRA GRUESO;UND;1860;89;0;89;0
3317;FRESA DIAMANTE PARA MOTOR ELAN CON CÓDIGO DE 4.0MM DE GRANO EXTRA GRUESO;UND;1860;5;0;5;0
3318;FRESA DIAMANTE PARA MOTOR ELAN CON CÓDIGO DE 7.0MM DE GRANO EXTRA GRUESO;UND;1860;0;0;0;0
3319;FRESA DIAMANTE PARA MOTOR ELAN CON CÓDIGO DE ANILLO DE 2.0MM;UND;1860;0;0;0;0
3320;FRESA DIAMANTE PARA MOTOR ELAN CON CÓDIGO DE ANILLO DE 2.3MM;UND;1860;0;0;0;0
3321;FRESA DIAMANTE PARA MOTOR ELAN CON CÓDIGO DE ANILLO DE 3.0MM;UND;1860;0;0;0;0
3322;FRESA DIAMANTE PARA MOTOR ELAN CON CÓDIGO DE ANILLO DE 5.0MM;UND;1860;0;0;0;0
3323;FRESA DIAMANTE PARA MOTOR ELAN CON CÓDIGO DE ANILLO DE 6.0MM;UND;1860;0;0;0;0
3324;FRESA PARA CRANEOTOMO TAMAÑO PEDIÁTRICO DE 1 PUNTO DIENTES RECTOS PIEZA DE 2 ANILLOS;UND;1640;0;0;0;0
3325;FRESA PARA CRANEOTOMO TAMAÑO PEDIÁTRICO DE 3 PUNTOS DIENTES RECTOS PIEZA DE 2 ANILLOS;UND;1640;0;0;0;0
3326;FRESA ROSEN PARA MOTOR ELAN DE 4 CON CÓDIGO DE UN ANILLO DE 0.6MM;UND;1640;0;0;0;0
3327;FRESA ROSEN PARA MOTOR ELAN DE 4 CON CÓDIGO DE UN ANILLO DE 2.3MM;UND;1640;40;0;40;0
3328;FRESA ROSEN PARA MOTOR ELAN DE 4 CON CÓDIGO DE UN ANILLO DE 3.0MM;UND;1640;0;0;0;0
3329;FRESA ROSEN PARA MOTOR ELAN DE 4 CON CÓDIGO DE UN ANILLO DE 4.0MM;UND;1640;9;0;9;0
3330;FRESA ROSEN PARA MOTOR ELAN DE 4 CON CÓDIGO DE UN ANILLO DE 6.0 MM FRESA TWIN CUT;UND;1640;10;0;10;0
3331;GALLBLADDER GRASPING FORCEPS;UND;1800;12;0;12;0
3332;GANCHO PARA IRIS DE GRAEFE, 1 GARFIO, AGUDO;PZA;545;0;0;0;0
3333;GRADILLAS METALICA PARA 40 TUBOS;PZA;200;390;0;390;0
3334;GRADILLAS PLASTICO PARA 40 TUBOS;PZA;80;392;0;392;0
3335;GRASPING FORCEPS 17 MM;UND;1800;89;0;89;0
3336;GRASPING FORCEPS 21 MM;UND;1800;5;0;5;0
3337;GUBIA LASKELL ESTÁNDAR O CONVENCIONAL;PZA;2400;0;0;0;0
3338;GUBIA OLEOLECCROWWNA ESTÁNDAR O CONVENCIONAL;PZA;2400;0;0;0;0
3339;GUBIA RUSKIN PATO MORDIDA 1 M 24 CM;PZA;3400;0;0;0;0
3340;GUBIA RUSKIN PATO MORDIDA 2 M 24 CM;PZA;3545;0;0;0;0
3341;GUBIA RUSKIN PATO MORDIDA 3 M 24 CM;PZA;3500;0;0;0;0
3342;GUBIAS LUER STILLE 26 CM;PZA;4025;0;0;0;0
3343;HELSTED MOSQUITO PINZA HEMOSTATICA CURVA 12,5 CM COLOR MATE DE ACERO INOXIDABLE (EMERGENCIA);UND;475;0;0;0;0
3344;HISTOMETRO 28 CM;UND;295;0;0;0;0
3345;HUMIFICADOR ROSCA METALICA;PZA;80;0;40;40;0
3346;INDICADOR BIOLOGICO;CJA;483,87;40;40;80;0
3347;INDICADOR QUIMICO;UND;160,05;0;22;22;0
3348;INSINERADOR DE AGUJAS;PZA;150;22;0;9;13
3349;INSTRUMENTAL DE CRANEOTOMO;EQUIPO;332000;10;0;10;0
3350;INSTRUMENTAL MEDICO PARA PEDIATRIA;GLOBAL;16895;12;0;12;0
3351;INSTRUMENTAL MEDICO PARA UTI;GLOBAL;16557;0;0;0;0
3352;INSTRUMENTAL MENOR DE CRANEO AESCULAB;UND;19995;390;0;390;0
3353;INSTRUMENTAL MENOR DE VIDEOLAPAROSCOPIA MEDICO QUIRURGICO;GLOBAL;597000;392;0;392;0
3354;INSTRUMENTAL MENOR QUIRURGICO;GLOBAL;8773,33;89;0;89;0
3355;INSTRUMENTAL QUIRÚRGICO BÁSICO;SET;179000;5;0;5;0
3356;INSTRUMENTRAL CARDIO VASCULAR PARA QUIROFANO;SET;84750;0;0;0;0
3357;INSUMO ANESTESIOLOGIA;GLOBAL;19998;0;0;0;0
3358;INTEGRADOR INTERNO PARA VAPOR;BOLSA;531,44;0;0;0;0
3359;JARRA DE ACERO INOXIDABLE 2 LITROS;UND;105;0;0;0;0
3360;JELLY-RANKIN PINZA HEMOSTATICA CURVA 14 CM DE COLOR MATE DE ACERO INOXIDABLE (EMERGENCIA);UND;503,5;0;0;0;0
3361;KELLY PINZA HEMOSTATICA 14CM;UND;360;0;0;0;0
3362;KERRINSON CORTE ADELANTE 45º 1 MM;PZA;2900;0;0;0;0
3363;KERRINSON CORTE ADELANTE 45º 2 MM;PZA;2900;0;0;0;0
3364;KERRINSON CORTE ADELANTE 45º 3 MM;PZA;2900;0;0;0;0
3365;KERRINSON CORTE ADELANTE 90º 1 MM;PZA;2900;40;0;40;0
3366;KERRINSON CORTE ADELANTE 90º 2 MM;PZA;2900;0;22;22;0
3367;KERRINSON CORTE ADELANTE 90º 3 MM;PZA;2900;9;0;9;0
3368;KIT DE INSTRUMENTAL COMPLETO;PZA;7500;10;0;10;0
3369;LAMPARA DE TUNSGTENO 12V - 20W PARA ANALIZADOR D QUIMICA SANGUIN EA MINDRAY;PZA;1754;12;30;42;0
3370;LAMPARA HALOGENA 12V 20 W G4;PZA;140;0;60;60;0
3371;LAMPARA HALOGENA 6V - 20 W G4;PZA;160;390;0;390;0
3372;LAPAROSCOPICA TIANG SONG/CHINA;UND;15120;392;0;392;0
3373;LAPIZ PARA ELECTROBISTURI DESCARTABLE MONOPOLAR;PQTES;85;89;0;89;0
3374;LARINGOSCOPIO DE CUATRO LAMINAS;UND;1480;5;0;5;0
3375;LEGRA Nº 10, 28 CM;UND;906;0;0;0;0
3376;LITTAUER TIJERA PARA LIGADURAS RECTA 14 CM DE COLOR MATE DE ACERO INOXIDABLE (EMERGENCIA);UND;731,5;0;0;0;0
3377;MABGO PARA LITOTRIPTOR;UND;3986;0;0;0;0
3378;MANGO BISTURI Nº 3 LARGO LONGITUD 215 MM;PZA;103;0;0;0;0
3379;MANGO BISTURI Nº 4 LARGO LONGITUD 215 MM;PZA;169,5;0;0;0;0
3380;MANGO DE BISTURÍ NO. 3 CORTO LONGITUD 125 MM;PZA;79;0;0;0;0
3381;MANGO DE BISTURÍ NO. 4 CORTO LONGITUD DE 135 MM;PZA;85;0;0;0;0
3382;MANGO DE BISTURI Nº3;PZA;80;0;0;0;0
3383;MANGO DE BISTURI Nº4;PZA;90;0;40;40;0
3384;MANGO DE BISTURI Nº4;UND;50;40;40;80;0
3385;MANGO DE BISTURÍ NRO 4;UND;339;0;22;22;0
3386;MANGO DE BISURI NRO 3;UND;222;9;0;9;0
3387;MANGO MODULAR DE 8MM Y 100MM DE LARGO PARA CURETA/CUCHARILLA MINI;UND;2613;10;0;10;0
3388;MANGO MONOPOLAR PARA ELECTROBISTURI CON 2 BOTONES PULSADORES;PZA;50;12;30;42;0
3389;MANGO PARA BISTURI NO 4 DE COLOR MATE DE ACERO INOXIDABLE (EMERGENCIA);UND;266;0;60;60;0
3390;MANGO PARA BISTURI NO3 DE COLOR MATE DE ACERO INOXIDABLE (EMERGENCIA);UND;256,5;390;0;390;0
3391;MANOMETROS DE ALTA PRESIÓN;PZA;980;392;0;392;0
3392;MANOMETROS DE DOS RELOJES (UTI);UND;450;89;0;89;0
3393;MARTILLO COTTLE  SUPERFICIE LISA POR LADO Y RUGOSA POR EL OTRO;UND;1823;5;0;5;0
3394;MARTILLO MEDICO;UND;75;0;0;0;0
3395;MARTILLO QUIRÚRGICO 22 CM;PZA;880;0;0;0;0
3396;MARTILLO, DE 200 G, CABEZA CON DIAMETRO DE 30 MM, 245 MM;PZA;2314;0;0;0;0
3397;MASCARA DE OXIGENO ADULTO CON COPO DE NEBULIZACION (UTI);UND;40;0;0;0;0
3398;MASCARA DE OXIGENO ADULTO CON RESERVORIO (UTI);UND;40;0;0;0;0
3399;MASCARILLA 3M (ONCOLOGIA);UND;200;0;0;0;0
3400;MATRAZ ELERMEYER 1000 ML;PZA;109,93;0;0;0;0
3401;MATRAZ ELERMEYER 500 ML;PZA;115;0;0;0;0
3402;MAYO-HEGAR PORTA-AGUJAS CON RANURA 14 CM DE COLOR MATE DE ACERO (EMERGENCIA);UND;731,5;386;0;386;0
3403;METZEMBAUM TIJERA CURVA PUNTA ROMA 14,5 DE COLOR MATE DE ACERO INOXIDABLE (EMERGENCIA);UND;589;5;0;5;0
3404;MICRO DISECTOR RASPADOR LIGERAMENTE CURVEADO DE 185MM DE LARGO;UND;1904;0;0;0;0
3405;MICRO TIJERA SENSATION CON MANGO REDONDEADO DE PLÁSTICO CON PUNTAS;UND;6985;0;0;0;0
3406;MICRODISECTOR D 230MM DE LARGO CON PUNTA HACIA ABAJO, CURVEADA DE 1.7MM;UND;2436;15;0;15;0
3407;MICROPIPETA DE RANGO FIJO DE 1ML;UND;1350;0;0;0;0
3408;MICROPIPETA DE RANGO FIJO DE 200ML;UND;1350;285;0;285;0
3409;MICROPIPETA DE RANGO FIJO DE 300ML;UND;1350;645;0;645;0
3410;MOLDES PARA BIOPSIA;PZA;50;0;0;0;0
3411;OPTICA TIANG SONG /CHINA;UND;15680;0;0;0;0
3412;OSTEOTOMO 10 MM MANGO DE MADERA O FIBRA ( 20 A 30 CM);PZA;550;854;0;854;0
3413;OSTEOTOMO 15 MM MANGO DE MADERA O FIBRA ( 20 A 30 CM);PZA;550;59;0;59;0
3414;OSTEOTOMO 20 MM MANGO DE MADERA O FIBRA ( 20 A 30 CM);PZA;550;4;0;4;0
3415;OSTEOTOMO 5 MM MANGO DE MADERA O FIBRA ( 20 A 30 CM);PZA;550;145;0;145;0
3416;PAPEL ELECTROCARDIOGRAMA PLANO 11X14 CM;BLOCK;82,65;20;0;0;20
3417;PAPEL ELECTROCARDIOGRAMA T/CARTA;BLOCK;91,67;0;0;0;0
3418;PAPEL FILTRO;HOJA;10,33;6;0;6;0
3419;PAPEL FILTRO EN PLIEGO;PZA;14;50;0;50;0
3420;PAQUETE DE 12 UNIDADES DE MOLDES DE ACERO 25X25MM;PQTES;1000;0;1;1;0
3421;PAQUETE DE 12 UNIDADES DE MOLDES DE ACERO 35X25MM;PQTES;1000;0;0;0;0
3422;PAR DE SEPARADORES RICHARDSON LONGITUD 250 MM Y 270 MM;PZA;1150;0;2;2;0
3423;PATOS DE ACERO;UND;185;0;0;0;0
3424;PERISTOTOMO DE DOYEN, 175 MM;PZA;841;386;0;386;0
3425;PERISTOTOMO DE DOYEN, 175 MM;PZA;841;5;0;5;0
3426;PERISTOTOMO DE LAMBOTTE, 5,0 MM;PZA;1335;0;0;0;0
3427;PERISTOTOMO DE SEMB, 12 MM ANCHURA, 190 MM;PZA;1309;0;0;0;0
3428;PERISTOTOMO DE SEMB, 13 MM ANCHURA, 230 MM;PZA;1309;15;0;15;0
3429;PIINZA GUÍA PARA LIGADURA YASARGILCON PUNTA PROBE O REDONDEADA DE 185MM DE LARGO SEMIANGULADA;UND;2291;0;0;0;0
3430;PINZA  ALLIS 5X6 DIENTES LONGITUD DE 225 MM;PZA;890;285;0;285;0
3431;PINZA  BABCOCK RECTA LONGITUD DE 200 MM;PZA;1280;645;0;645;0
3432;PINZA ADSON CON DIENTE DE 12 CM;PZA;250;0;0;0;0
3433;PINZA ADSON CON MANGO PLANO TIPO BAYONETA DE 175MM;UND;1037;0;0;0;0
3434;PINZA ADSON SIN DIENTE DE 12 CM;PZA;220;854;0;854;0
3435;PINZA ALLYS 21 CM;UND;498;59;0;59;0
3436;PINZA ANATOMICA;UND;214;4;0;4;0
3437;PINZA ANATÓMICA;UND;319;145;150;295;0
3438;PINZA ANATOMICA 18 CM;UND;95;0;0;0;0
3439;PINZA ANATOMICA CON DIENTE DE RATON 16 CM;PZA;180;0;0;0;0
3440;PINZA ANATOMICA DE 14 CM;PZA;125;6;0;6;0
3441;PINZA ANATOMICA DE 16 CM;PZA;140;50;0;50;0
3442;PINZA ANATOMICA DIENTE DE RATON;UND;169;0;1;1;0
3443;PINZA ANATÓMICA LONGITUD 300MMN;UND;603;0;0;0;0
3444;PINZA ANATÓMICA TOMA MEDIA- LONGITUD DE 160  MM;PZA;140;0;2;2;0
3445;PINZA ANATÓMICA TOMA MEDIA- LONGITUD DE 180  MM;PZA;190;0;0;0;0
3446;PINZA ANATÓMICA TOMA MEDIA- LONGITUD DE 250  MM;PZA;256,67;386;0;386;0
3447;PINZA ANATOMICA X 14 CM;PZA;37,5;5;0;5;0
3448;PINZA APLICADORA DE CLIPS XTRA LARGE PARA CIRUGIA ABIERTA APENDICE LONGITUD DE 280 MM, ANGULACION DE 25 GRADOS;PZA;3030;0;0;0;0
3449;PINZA ARO CURVA 24 CM;UND;391;0;0;0;0
3450;PINZA ARO CURVA FOERSTER-BALLEMGER CON BOCA ESTRIADA LONGITUD 245 MM;UND;735;15;0;15;0
3451;PINZA ARO RECTA 26 CM;UND;388;0;0;0;0
3452;PINZA ARO RECTA FOERSTER-BALLENGERCON BOCA ESTRIADA;UND;693;285;0;285;0
3453;PINZA ATRAUMATICA DE DESINFECCION DE BAKEY CON 2,0 MM DE ANCHURA, 200 MM;PZA;996;645;0;645;0
3454;PINZA ATRAUMATICA DE DESINFECCION DE BAKEY CON1.5 DE ANCHO Y LONGITUD DE 150 MM;PZA;1085;0;0;0;0
3455;PINZA BACKAUSS DE 13 CM;PZA;250;0;0;0;0
3456;PINZA CAMPO BACKHAUS, LONGITUD 135 MM;PZA;295;854;0;854;0
3457;PINZA CAMPO BACKHAUS, LONGITUD 90 MM;PZA;354;59;0;59;0
3458;PINZA CHERON 25 CM;PZA;530;4;0;4;0
3459;PINZA CISTICA MIXTER LONGITUD DE 230 MM;PZA;800;145;0;145;0
3460;PINZA DE CAMPO BACKHAUS LONGITUD 135MM;UND;528;0;0;0;0
3461;PINZA DE CAMPO, PARA TALLAS DE PAPEL, 115 MM;PZA;480;0;0;0;0
3462;PINZA DE DISECCION  DE MICRO - ADSON,  120 MM;PZA;224;6;0;6;0
3463;PINZA DE DISECCION  FINA ADSON, LONGITUD 120 MM;PZA;177;50;0;50;0
3464;PINZA DE DISECCION 1*2 DIENTES 14.5CM;UND;150;0;1;1;0
3465;PINZA DE DISECCION ANATOMICA ESTRIADA 14.5 CM;UND;140;0;197;197;0
3466;PINZA DE DISECCION DE GREALD, 175 MM;PZA;342;0;2;2;0
3467;PINZA DE DISECCIÓN GEMINI LONGITUD DE 230 MM;PZA;825;0;0;0;0
3468;PINZA DE DISECCION MEDIO-ANCHO-LONGITUD 160 MM;PZA;205;386;0;386;0
3469;PINZA DE DISECCION Y LIGADURAS DE BABY MIXTER, CURVO, 140 MM.;PZA;776;5;0;5;0
3470;PINZA DE DISECCION Y LIGADURAS DE BABY-MIXTER, CURVA, 180 MM;PZA;926;0;0;0;0
3471;PINZA DE DISECCION Y LIGADURAS DE BABY-OVERHOLT, CURVA, 135 MM;PZA;949;0;0;0;0
3472;PINZA DE DISECCION Y LIGADURAS DE BABY-OVERHOLT, CURVA, 140 MM;PZA;949;15;0;15;0
3473;PINZA DE DISECCION Y LIGADURAS DE MICRO-ADSON, CURVA 140 MM;PZA;1122;0;0;0;0
3474;PINZA DE DISECCION Y LIGADURAS GEMINI 130 MM;PZA;1246;285;0;285;0
3475;PINZA DE DISECCION Y LIGADURAS GEMINI 180 MM;PZA;1399;645;0;645;0
3476;PINZA DE DISECCION Y LIGADURAS OVERHOLT-GEISSENDORFER, L 210MM;PZA;1006;0;0;0;0
3477;PINZA DE PASO;PZA;234;0;0;0;0
3478;PINZA DE PAZO FORESTER CURVA;UND;155;854;0;854;0
3479;PINZA DIENTE DE RATON DE 14 CM;PZA;160;59;0;59;0
3480;PINZA DIENTE DE RATON X 14CM;PZA;49,5;4;0;4;0
3481;PINZA DISCO CORTE ADELANTE 3 MM;PZA;688;145;0;145;0
3482;PINZA DISCO CORTE ATRAZ 3 MM;PZA;688;0;0;0;0
3483;PINZA DISCO RECTA 3 MM;PZA;688;0;0;0;0
3484;PINZA FENESTRADA 155CM * 4.4MM;PZA;4195;6;0;6;0
3485;PINZA FENESTRADA 155CM * 4.8MM;PZA;4194;50;0;50;0
3486;PINZA FENESTRADA 230CM * 2.8MM;PZA;4194;0;1;1;0
3487;PINZA FENESTRADA 230CM * 7.3MM;PZA;4194;0;0;0;0
3488;PINZA FORESTER BALLENGER CURVA LONGITUD DE 245 MM;PZA;470;0;2;2;0
3489;PINZA FORESTER BALLENGER RECTA LONGITUD DE 245 MM;PZA;515;0;0;0;0
3490;PINZA GUBIA DE STILLE-RUSKIN, 240 MM;PZA;5976;386;0;386;0
3491;PINZA HALSTED MOSQUITO CURVA DE 12.5 CM;PZA;210;5;0;5;0
3492;PINZA HALSTED MOSQUITO RECTA DE 12.5 CM;PZA;205;0;0;0;0
3493;PINZA HEMOSTAT- ROCHESTER-PEAN RECTA-LONGITUD DE 200 MM;PZA;430;0;0;0;0
3494;PINZA HEMOSTATICA  SCHNIDT CURVA LONGITUD DE 85 MM;PZA;680;15;0;15;0
3495;PINZA HEMOSTÁTICA CRILE CURVA;UND;624;0;0;0;0
3496;PINZA HEMOSTATICA HALSTED CURVA LONGITUD DE 125 MM;PZA;290;0;0;0;0
3497;PINZA HEMOSTÁTICA HALSTED RECTA LONGITUD DE 125 MM;PZA;295;645;0;645;0
3498;PINZA HEMOSTÁTICA KELLY CURVA LONGITUD DE 140 MM;PZA;255;0;0;0;0
3499;PINZA HEMOSTÁTICA KELLY RECTA;UND;583;0;0;0;0
3500;PINZA HEMOSTATICA KELLY- RECTA LONGITUD 140 MM;PZA;240;854;0;854;0
3501;PINZA HEMOSTÁTICA KOCHER OCHSNER CURVA;UND;1630;59;0;59;0
3502;PINZA HEMOSTÁTICA KOCHER OCHSNER RECTA;UND;1537;4;0;4;0
3503;PINZA HEMOSTATICA KOCHER- RECTA LONGITUD 140 MM;PZA;458;145;0;145;0
3504;PINZA HEMOSTATICA KOCHER-OCHNER RECTA LONGITUD 200 MM;PZA;518,5;0;0;0;0
3505;PINZA HEMOSTATICA LERICHE, 1X2 DIENTES, LONGITUD 150 MM;PZA;609;0;0;0;0
3506;PINZA HEMOSTATICA MICRO-HALSTED, 1X2 DIENTES, LONGITUD 125 MM;PZA;504;6;0;6;0
3507;PINZA HEMOSTATICA MICRO-HALSTED, CURVA, LONGITUD 125 MM;PZA;447;50;0;50;0
3508;PINZA HOOK DESMONTABLE EN 3 PARTES ESTERIRILIZABLE EN AUTOCLAVE (LAPAROSCOPIA);UND;5088;0;1;1;0
3509;PINZA INTESTINAL ALISS 5X6 DIENTES, LONGITUD DE 155 MM;PZA;520;0;0;0;0
3510;PINZA INTESTINAL ATRAUMATICA DE ALLIS, 155 MM;PZA;1846;0;2;2;0
3511;PINZA INTESTINAL ATRAUMATICA DE BABCOCK, 160 MM;PZA;2691;0;0;0;0
3512;PINZA INTESTINAL BABCOCK LONGITUD DE 160 MM;PZA;1100;386;0;386;0
3513;PINZA KELLY CURVA;UND;195;5;0;5;0
3514;PINZA KELLY CURVA 14 CM;UND;258;0;0;0;0
3515;PINZA KELLY RECTA;UND;195;0;0;0;0
3516;PINZA KELLY RECTA 14 CM;UND;215;15;0;15;0
3517;PINZA KELLY RECTA X 14 CM;PZA;75;0;0;0;0
3518;PINZA KOCHER CURVA;UND;211;285;310;595;0
3519;PINZA KOCHER CURVA 19 CM;UND;348;645;0;645;0
3520;PINZA KOCHER RECTA;UND;220;0;0;0;0
3521;PINZA KOCHER RECTA - LONGITUD DE 200 MM;PZA;360;0;0;0;0
3522;PINZA KOCHER RECTA 19 CM;UND;326;854;0;854;0
3523;PINZA KOCHER RECTA DE 16 CM;PZA;485;59;0;59;0
3524;PINZA MERILAD TIANG DONG/CHINA;UND;1800;4;0;4;0
3525;PINZA OVERHOLT- LONGITUD DE 225 MM;PZA;850;145;0;145;0
3526;PINZA OVERHOLT- LONGITUD DE 300 MM;PZA;860;0;0;0;0
3527;PINZA PARA AGARRE DE HUESO DE SEMB, DE LAS COSTILLAS, 190 MM;PZA;2988;0;0;0;0
3528;PINZA PARA CALCULOS RENALES RANDALL LONGITUD DE 255 RECTA;PZA;1580;6;0;6;0
3529;PINZA PARA HUESO DE RUSKIN-LISTON, CURVA LONGITUD 190 MM;PZA;5900;50;0;50;0
3530;PINZA PARA PERITONEO DE MIKULICZ 1X2 DIENTES, CURVA, 140 MM;PZA;782;0;1;1;0
3531;PINZA PARA PERITONEO MIKULICZ, 1X2 DIENTES, CURVA, LONGITUD 140 MM;PZA;783;0;0;0;0
3532;PINZA PARA TEJIDOS ADSON, 1 X 2 DIENTES, LONGITUD 120 MM;PZA;316;0;2;2;0
3533;PINZA PARA TEJIDOS DE GERALD 1X2 DIENTES 175 MM;PZA;500;0;0;0;0
3534;PINZA PARA TEJIDOS DE MICRO ADSON, 1X2 DIENTES, 120 MM;PZA;331;386;0;386;0
3535;PINZA PARA TEJIDOS MICRO ADSON 1X2 DIENTES LONGITUD DE 150 MM;PZA;648;5;0;5;0
3536;PINZA PEAN RECTA 17 CM;UND;200;0;0;0;0
3537;PINZA PORTAESPONJAS DE MAIER, CURVA, 265 MM;PZA;815;0;0;0;0
3538;PINZA PORTAESPONJAS DE MAIER, RECTA, 265 MM;PZA;787;15;0;15;0
3539;PINZA PORTAESPONJAS GROSS, CURVA, LONGITUD DE 200 MM;PZA;719;0;0;0;0
3540;PINZA PORTAESPONJAS ULRICH-AESCULAP, CURVA-LONGITUD 265 MM;PZA;838;285;0;285;0
3541;PINZA POZZI 25 CM;PZA;450;0;0;0;0
3542;PINZA QUIRÚRGICA 1X2 DIENTES, LONGITUD 145 MM;PZA;228;0;0;0;0
3543;PINZA QUIRURGICA 1X2 DIENTES, LONGITUD 160 MM;PZA;190,5;0;0;0;0
3544;PINZA QUIRURGICA 21 CM;UND;466;854;0;854;0
3545;PINZA QUIRURGICA TOMA MEDIA ANCHO 1X2 DIENTES - LONGITUD 160MM;PZA;180;59;0;59;0
3546;PINZA QUIRÚRGICA TOMA MEDIA ANCHO 1X2 DIENTES - LONGITUD 180MM;PZA;180;4;0;4;0
3547;PINZA QUIRÚRGICA TOMA MEDIA ANCHO 1X2 DIENTES - LONGITUD 250MM;PZA;270;145;150;295;0
3548;PINZA RANDALL CON LONGITUD DE 255 MM JUEGO DE 4 PIEZAS;PZA;7500;0;0;0;0
3549;PINZAS ANATOMICA CON DIENTE DE RATON DE 14 CM;PZA;160;0;0;0;0
3550;PINZAS BOZZEMAN DE 26 CM;PZA;525;6;0;6;0
3551;PINZAS KELLY CURVA DE 16 CM;PZA;350;50;0;50;0
3552;PIZETA;PZA;45;0;1;1;0
3553;PLACA DE RETORNO ELECTROBISTURI DESCARTABLE MONOPOLAR;PQTES;63;0;197;197;0
3554;PLACA DE RETORNO PARA ELECTROBISTURI MONOPOLAR;PZA;1895;0;2;2;0
3555;PLACA IDENTIFICACIÓN COLOR NARANJA 13 LETRAS (CIRUGÍA MENOR);PZA;40;0;0;0;0
3556;POCILLO DE 0.16 L;PZA;154;386;0;386;0
3557;POCILLO DE 0.4 L;PZA;242;5;0;5;0
3558;POCILLOS METALICOS DE 8 CM;PZA;55;0;0;0;0
