n;nombre;unidad_medida;precio_unitario;saldo_inicial;entradas;salidas;saldo_final
1419;FIBRINOGENO ASSAY KIT FIB;KG;1644;0;0;0;0
1420;FIBRINOGENO PARA C-3510 6X2ML + 1X1ML+2X75ML;KIT;1570;0;0;0;0
1421;FIJADOR MANUAL;CJA;800;0;0;0;0
1422;FILTER ELEMENT STERILE, TANK VENTILATION;PZA;9000;0;0;0;0
1423;FILTRO ANTIBACTERIANO;UND;55;0;10;10;0
1424;FILTRO ANTIBACTERIANO (NEONATOLOGIA);UND;55;0;160;160;0
1425;FILTRO ANTIBACTERIANO (PEDIATRIA);UND;55;0;0;0;0
1426;FILTRO ANTIBACTERIANO PARA VENTILADOR MECANICO;UND;55;0;0;0;0
1427;FILTRO ANTIBACTERIANO VENTILADOR HAMILTON;PZA;55;0;0;0;0
1428;FILTRO BACTERIAL 1/1;UND;900;0;0;0;0
1429;FILTRO CON TRAMPA DE AGUA;PZA;915;0;5;5;0
1430;FILTRO DE CARBON ACTIVO;PZA;2150;0;5;5;0
1431;FILTRO DE CELULOSA;PZA;1880;0;0;0;0
1432;FILTRO DE HEPPA PARA VENTILADOR MECANICO MARCA HAMILTON C1;UND;780;0;0;0;0
1433;FILTRO DE HEPPA PARA VENTILADOR MECANICO MARCA HAMILTON C2/C3;UND;780;0;2;2;0
1434;FILTRO DE HEPPA PARA VENTILADOR MECANICO MARCA HAMILTON G5;UND;780;0;0;0;0
1435;FILTRO DE POLVO PARA VENTILADOR MECANICO MARCA HAMILTON C1;UND;450;0;0;0;0
1436;FILTRO DE POLVO PARA VENTILADOR MECANICO MARCA HAMILTON C2/C3;UND;450;0;1;1;0
1437;FILTRO DE POLVO PARA VENTILADOR MECANICO MARCA HAMILTON G5;UND;450;0;0;0;0
1438;FILTRO DE RESINA;PZA;1850;0;1;1;0
1439;FILTRO DEL VENTILADOR, PARA ABL-835;PZA;300;0;0;0;0
1440;FILTRO EN Y 1/2;UND;450;0;0;0;0
1441;FILTRO EN Y 3/4;UND;450;0;0;0;0
1442;FILTRO EPA H-14 DE NIVEL 95% HUMEDAD MAX 80% MEJOR MARCO EXTERNO DE ALUMINIO Y SELLADOR;UND;6550;0;0;0;0
1443;FILTRO EPA H-14 FILTRACION DE NIVEL 95% HUMEDAD MAX 80%;UND;6550;0;0;0;0
1444;FILTRO EPPA H-14 O MEJOR FILTRACION DE NIVEL 95% HUMEDAD MAX DE FUNCIONAMIENTO 80% O MEJOR MARCO EXTERNO DE ALUMINIO Y SELLADOR DE POLIURETANO EFICIENCIA 1399,995% O MEJOR, MARCO DE ALUMINIO O MEJOR M;UND;6650;0;10;10;0
1445;FILTRO HEPPA MINI PEALT EFICIENCIA H1399.995% MARCO DE ALUMINIO FIBRA DE VIDRIO FLUJO CONTINUO;UND;6600;0;0;0;0
1446;FILTRO HEPPA PARA VENTILADOR HAMILTON C1;UND;550;0;0;0;0
1447;FILTRO HEPPA PARA VENTILADOR HAMILTON C1 (NEONATOLOGIA);UND;550;0;0;0;0
1448;FILTRO HEPPA PARA VENTILADOR HAMILTON C2/C3;UND;600;0;0;0;0
1449;FILTRO HEPPA PARA VENTILADOR HAMILTON C2/C3 (NEONATOLOGIA);UND;600;0;0;0;0
1450;FILTRO HEPPA PARA VENTILADOR HAMILTON C2/C3 (PEDIATRIA);UND;600;0;5;5;0
1451;FILTRO HEPPA PARA VENTILADOR HAMILTON C-3;PZA;600;0;5;5;0
1452;FILTRO SPV HIDRONOX;PZA;9770;0;0;0;0
1453;FILTROS ANTI BACTERIANO PARA MANTENIMIENTO DE EQUIPO DE ASPIRADO DE SECRECIONES;PZA;350;0;0;0;0
1454;FILTROS ANTI BACTERIANO PARA MANTENIMIENTO DE VENTILADOR DRAGUER SAVIA 300;PZA;85;0;2;2;0
1455;FILTROS BACTERIOSTATICOS PARA MANTENIMINETO DE LAVAMANOS QUIRUGICO;PZA;455;0;0;0;0
1456;FILTROS DE ACEITE PARA EL GRUPO ELECTROGENO;PZA;120;0;0;0;0
1457;FILTROS DE AIRE PARA EL GRUPO ELECTROGENO;PZA;70;0;1;1;0
1458;FILTROS DE DIESEL PARA EL GRUPO ELECTROGENO;PZA;150;0;0;0;0
1459;FILTROS EPPA VENTILADOR HAMILTON C2-C3;UND;600;0;1;1;0
1460;FILTROS HEPPA PEAT H14 PARA CABINAS DE  FLUJO LAMINAR;PZA;6600;0;0;0;0
1461;FLOW PUMP;PZA;2900;0;0;0;0
1462;FLUJOMETRO DE AIRE MEDICO,;PZA;192;0;0;0;0
1463;FLUJOMETRO DE OXIGENO,;PZA;192;0;0;0;0
1464;FONENDOSCOPIO ADULTO;PZA;850;0;0;0;0
1465;FONESDOSCOPIO PEDIATRICO;PZA;925;0;10;10;0
1466;FORK LIGHT BARRIER SERVO;PZA;580;0;0;0;0
1467;FORMULARIO DE CONSENTIMIENTO INFORMADO. SOLO UN LADO. BLANCO Y NEGRO. TAMAÑO OFICIO. GRAMAJE: 75 G/M2 20 LB. MEDIDA: 8 1/2 X 13 (216MMX330MM).;HOJA;0,15;0;0;0;0
1468;FOSFATASA  ALCALINA 6X11 ML + 6X11 ML;KIT;406;0;0;0;0
1469;FOSFATASA  ALCALINA CINETICO R1:4X24 ML R2: 4X6 ML;KIT;249,99;0;0;0;0
1470;FOSFATASA ALCALINA;KIT;169,5;0;0;0;0
1471;FOSFATASA ALCALINA  X 200 ML AMP OPTIMIZADO;KIT;230;0;5;5;0
1472;FOSFATASA ALCALINA (ALP) AMP 200 ML;KIT;227;0;5;5;0
1473;FOSFATASA ALCALINA (ALP) AMP 5 X 20 ML A-25;KIT;125;0;0;0;0
1474;FOSFATASA ALCALINA (FAL) DEA 5X20  A-25;KIT;125;0;0;0;0
1475;FOSFATASA ALCALINA 6*20 ML;KIT;700;0;2;2;0
1476;FOSFATASA ALCALINA 6*20 ML;SET;650;0;0;0;0
1477;FOSFATASA ALCALINA IFCC X 125 DET PARA DYASIS;KIT;639;0;0;0;0
1478;FOSFATASA ALCALINA R1 4X35ML + R2 2X18ML BS-240PRO;KIT;980;0;1;1;0
1479;FOSFATASA ALCALINA R1 4X35ML+R2 2X18ML PARA BS-240PRO;KIT;660;0;0;0;0
1480;FOSFATASA ALCALINA R1 6X40ML + R2 2X32ML PARA BS-240PRO;KIT;1520;0;1;1;0
1481;FOSFATASSA ALCALINA (ALP) AMP 5X20 ML A-25;KIT;125;0;0;0;0
1482;FOSFORO;KIT;106,5;0;0;0;0
1483;FOSFORO (FOSFOMOLIBDATO/ UV PUNTO FINAL) 2X100 ML;KIT;210;0;0;0;0
1484;FOSFORO (FOSFOMOLIBDATO/ UV PUNTO FINAL) 2X100 ML;KIT;136,99;0;0;0;0
1485;FOSFORO (FOSFOMOLIBDATO/UV);KIT;127;0;0;0;0
1486;FOSFORO (FOSFOMOLIBDATO/UV) 3 X 24 + 2 X 15 ML A-25;KIT;137;0;10;10;0
1487;FOSFORO 1 * 100 ML;KIT;100;0;160;160;0
1488;FOSFORO UV;KIT;349,99;0;0;0;0
1489;FOSFORO X BSA 3X24 + 2X15 ML;KIT;125;0;0;0;0
1490;FOSOFORO (FOSFOMOLIBDATO/UV)3X24+2X15 ML;KIT;181,33;0;0;0;0
1491;FR LATEX;CJA;133;0;0;0;0
1492;FREE T4 CENTAUR RGT 250 TEST;KIT;2311;0;5;5;0
1493;FREE T4CENTAURRGT 250 TEST PARA CENTAUR CP;KIT;3563;0;5;5;0
1494;FSH CALIBRADOR 3X2ML PARA CL-900I;KIT;1670;0;0;0;0
1495;FSH CALIBRADOR CLIA (CL 1200I) 3X2ML;KIT;1670;0;0;0;0
1496;FSH CALIBRADOR CLIA (CL 900I) 3X2 ML;KIT;1746;0;2;2;0
1497;FSH CLIA (CL 1200I) 2X 50T;KIT;1670;0;0;0;0
1498;FSH CLIA (CL 900I) 2X50T;KIT;1877;0;0;0;0
1499;FSH ELISA X 96 DETERMINACIONES;KIT;960;0;1;1;0
1500;FT4 CALIBRADOR CLIA (CL 1200I) 3X2ML;KIT;1260;0;0;0;0
1501;FT4 CALIBRADOR CLIA (CL 900I) 3X2 ML;KIT;1310;0;1;1;0
1502;FT4 CLIA (CL 1200I) 2X 50T;KIT;1460;0;0;0;0
1503;FT4 CLIA (CL900I) 2X50T;KIT;1643;0;0;0;0
1504;FT4 ELISA X 480 DETERMINACIONES;KIT;5700;0;0;0;0
1505;FUENTE EN PASTA DE PASTA DE 113.5 (SSWF1/4) HARRIS;PZA;755;0;0;0;0
1506;FUNDETE EN PASTA DE 113.5 GR SSWF1 1/4 HARRIS;PZA;755;0;0;0;0
1507;GAMA GLUTAMIL TRANSFERASA (GGT) 5X50 ML A-25;KIT;800;0;10;10;0
1508;GAMA GLUTAMIL TRANSFERASA CINETICO R1: 2X40 ML R2: 2X10 ML;KIT;200;0;160;160;0
1509;GAMA GLUTAMIL TRANSFERASA GGT;SET;555;0;0;0;0
1510;GAMA GLUTAMIL TRANSFERASA GGT 6*16 ML;KIT;650;0;0;0;0
1511;GAMA GLUTAMILTRANSFERASA GGT 6X32 ML + 6X8 ML;KIT;720;0;0;0;0
1512;GAMA GLUTAMILTRANSFERASA R1 4X35ML+R2 2X18ML PARA BS-240PRO;KIT;1420;0;0;0;0
1513;GAMAGLUTAMIL TRANSAFERASA GOT/AST X 200ML;KIT;103;0;5;5;0
1514;GAMAGLUTAMILTRANSFERASA 2X24ML+2X6ML;KIT;103;0;5;5;0
1515;GAMMA GLUTAMIL TRANSFERASA CINETICO R1: 2X40 ML R2: 2X10ML;KIT;200;0;0;0;0
1516;GAMMA GLUTAMYL TRANFERASA (GGT) 5 X 50 ML A-25;KIT;489,5;0;0;0;0
1517;GAMMA GLUTAMYL TRANSFERASA GGT;KIT;349;0;2;2;0
1518;GAMMA GLUTAMYL TRANSFERASA GGT;KIT;183;0;0;0;0
1519;GAMMA GT FS SZAS X 125 DET PARA DYASIS;KIT;819;0;0;0;0
1520;GAS ACETILENO (C2H2);KG;265;0;1;1;0
1521;GAS ACETILENO C2H2;KG;265;0;0;0;0
1522;GAS ACETILENO C2H2;KG;265;0;1;1;0
1523;GEAR PUM;PZA;4830;0;0;0;0
1524;GEL DE LIMPIEZA EQUIPO EEG;UND;280;0;0;0;0
1525;GEL DE PREPARACION NEUROFEEDBLACK ELECTROENCEFALOGRAMA NIHON KOHDEN;UND;2056,5;0;0;0;0
1526;GEL PARA ECOGRAFIA DE 5 KG;BIDON;151,43;0;0;0;0
1527;GLUCONATO DE CLOREXIDINA JABONOSA AL 2% 1000ML;FRASCO;95;0;0;0;0
1528;GLUCOSA 1X1000 ML;KIT;260;0;10;10;0
1529;GLUCOSA A-25;KIT;180;0;160;160;0
1530;GLUCOSA ANHIDHA 500 G;FRASCO;55;0;0;0;0
1531;GLUCOSA ANHIDRA 500 G;FRASCO;100;0;0;0;0
1532;GLUCOSA ANHIDRA 500G;FRASCO;105;0;0;0;0
1533;GLUCOSA COLORIMETRICA 1 L;KIT;525;0;0;0;0
1534;GLUCOSA COLORIMETRICO X 1L;KIT;185;0;5;5;0
1535;GLUCOSA GOD X 1000ML PARA DYASIS;KIT;1100;0;5;5;0
1536;GLUCOSA GOD/POD  R1 1X40ML+R2 2X20ML PARA BS-240PRO;KIT;630;0;0;0;0
1537;GLUCOSA GOD/POD R1 4X40ML + R2 2X20ML PARA BS-240PRO;KIT;1040;0;0;0;0
1538;GLUCOSA OXIDASA 6*50ML;KIT;600;0;2;2;0
1539;GLUCOSA OXIDASA 6*60 ML;KIT;600;0;0;0;0
1540;GLUCOSA OXIDASA 6X50 ML;KIT;600;0;0;0;0
1541;GLUCOSA OXIDASA 6X60 ML;KIT;600;0;1;1;0
1542;GLUCOSA X 1L;KIT;185;0;0;0;0
1543;GLUTARALDEIDO DE 5 LITROS;BIDON;350;25;1;1;25
1544;GORROS DE BIOSEGURIDAD;PZA;5,5;0;0;0;0
1545;GOT/AST CINETICO;KIT;156;0;0;0;0
1546;GOT/AST CINETICO;KIT;98;0;0;0;0
1547;GOT/AST CINETICO R1: 1X160 ML R2: 1X40 ML;KIT;212;0;0;0;0
1548;GOT/AST CINETICO R1: 1X160ML R2;KIT;380;0;0;0;0
1549;GPT/ALT CINETICO;KIT;98;0;10;10;0
1550;GPT/ALT CINETICO;KIT;156;0;160;160;0
1551;GPT/ALT CINETICO R1: 1X160 ML R2: 1X40 ML;KIT;212;0;0;0;0
1552;GRAVA;PZA;3000;0;0;0;0
1553;GRUPO SANGUINEO ANTI-D-RHESUS;FRASCO;213,5;0;0;0;0
1554;GRUPO SANGUINEO SUERO ANT-A MONOCLONAL X 10 ML;FRASCO;74,67;0;0;0;0
1555;GRUPO SANGUINEO SUERO ANT-AB MONOCLONAL X 10 ML;FRASCO;102,33;0;5;5;0
1556;GRUPO SANGUINEO SUERO ANT-B MONOCLONAL X 10 ML;FRASCO;74,67;0;5;5;0
1557;GRUPO SANGUINEO SUERO ANTI A MONOCLONAL X 10ML;FRASCO;44;0;0;0;0
1558;GRUPO SANGUINEO SUERO ANTI AB MONOCLONAL X 10ML;FRASCO;62,5;0;0;0;0
1559;GRUPO SANGUINEO SUERO ANTI B MONOCLONAL X 10ML;FRASCO;44;0;2;2;0
1560;GRUPO SANGUINEO SUERO ANTI D MONOCLONAL X 10ML;FRASCO;106,75;0;0;0;0
1561;GRUPO SANGUINEO SUERO ANTI-A MONOCLONAL*10ML;FRASCO;44;0;0;0;0
1562;GRUPO SANGUINEO SUERO ANTI-AB MONOCLONAL*10ML;FRASCO;62;0;1;1;0
1563;GRUPO SANGUINEO SUERO ANTI-B MONOCLONAL*10ML;FRASCO;44;0;0;0;0
1564;GRUPO SANGUINEO SUERO ANTI-D MONOCLONAL X 10 ML;FRASCO;74;0;1;1;0
1565;GRUPO SANGUINEO SUERO ANTI-D MONOCLONAL*10ML;FRASCO;74;0;0;0;0
1566;GUANTES DE NITRILO S;CJA;52;0;0;0;0
1567;GUANTES DE NITRILO TALLA M X 100;CJA;63;0;0;0;0
1568;GUANTES DE NITRILO TALLA S X 100;CJA;63;0;0;0;0
1569;GUANTES DE NITRILO TALLAS S, M, L.;CJA;83;0;0;0;0
1570;GUANTES QUIRÚRGICOS ESTÉRILES;PZA;2,5;0;10;10;0
1571;H. PYLORI IGG ELISA X 96 DETERMINACIONES;KIT;1250;0;0;0;0
1572;H. PYLORI IGM ELISA X 96 DETERMINACIONES;KIT;1250;0;0;0;0
1573;H.PYLORI AG PARA FECALES ELISA X96 DETERMINACIONES;KIT;2450;0;0;0;0
1574;HAI CHAGAS PARA 96 DETERMINACIONE;KIT;799,99;0;0;0;0
1575;HAPATITIS B ANTI CORE ELISA X 96 DETERMINACIONES;KIT;2499,99;0;0;0;0
1576;HARDNESS DUROVAL;PZA;1500;0;5;5;0
1577;HBA 1C CONTROL NEPHSTAR PLUS 0.5 ML;KIT;1300;0;5;5;0
1578;HBA1C  CONTROL NEPHTAR PLUS 0.5 ML;KIT;1400;0;0;0;0
1579;HBA1C  NEPHSTAR;KIT;1200;0;0;0;0
1580;HBA1C CONTROL NEPHSTAR PLUS 0.5 ML;KIT;1400;0;2;2;0
1581;HBA1C CONTROL NEPHSTAR PLUS 0.5L;KIT;1333,33;0;0;0;0
1582;HBA1C NEPHSTAR;KIT;1900;0;0;0;0
1583;HBA1C NEPHSTAR;KIT;1200;0;1;1;0
1584;HBA1C NEPHSTAR;KIT;1260;0;0;0;0
1585;HBA1C NEPHSTAR;KIT;1259,99;0;1;1;0
1586;HBA1C NEPHSTAR PLUS CONTROL;KIT;2300;0;0;0;0
1587;HBA1C NEPHSTAR PLUS CONTROL;KIT;1449,99;0;0;0;0
1588;HBA1C NEPHSTAR PLUS CONTROL;KIT;1450;0;0;0;0
1589;HBA1C NEPHTAR X 25 DET.;KIT;1900;0;0;0;0
1590;HCG ELISA X 96 DETERMINACIONES;KIT;1450;0;0;0;0
1591;HDL COLESTEROL;KIT;200;0;10;10;0
1592;HDL COLESTEROL  R1 1X40ML + R2 1X14ML PARA BS-240PRO;KIT;2960;0;0;0;0
1593;HDL COLESTEROL 2X5ML+2X50ML;KIT;78;0;0;0;0
1594;HDL COLESTEROL 6*12 ML;KIT;3330;0;0;0;0
1595;HDL COLESTEROL 6*12 ML;KIT;3330;0;0;0;0
1596;HDL COLESTEROL 6X12 ML;KIT;3330;0;0;0;0
1597;HDL COLESTEROL 6X12 ML;SET;3330;0;5;5;0
1598;HDL COLESTEROL COLORIMETRICO R1: 2X50 ML R2: 2X50 ML;KIT;199;0;5;5;0
1599;HDL COLESTEROL COLORIMETRICO R1: 2X50ML;KIT;220;0;0;0;0
1600;HDL COLESTEROL DIRECTO 4 X 20 ML A-25;KIT;635;0;0;0;0
1601;HDL COLESTEROL DIRECTO 4X20 ML A-25;KIT;635;0;2;2;0
1602;HDL COLESTEROL DIRECTO 60 ML + 20 ML A-25;KIT;623,33;0;0;0;0
1603;HDL COLESTEROL R1 1X40ML+R2 1X14ML PARA BS-240PRO;KIT;3695;0;0;0;0
1604;HDL-C DIRECT FS 5X20ML /1X25ML PARA DYASIS;KIT;3989;0;1;1;0
1605;HELICOBACTER PILORY ANTIGENO ELISA X 96 DET.;KIT;5550;0;0;0;0
1606;HELICOBACTER PILORY EN SUERO PRUEBA RAPIDA;PZA;9,5;0;1;1;0
1607;HELICOBACTER PYLORI AG ELISA X 96 DETERMINACIONES;KIT;2624,45;0;0;0;0
1608;HELICOBACTER PYLORI AG HECES FECALES ELISA X 96 DETERMINACIONES;KIT;2499;0;0;0;0
1609;HELICOBACTER PYLORI AG HECES FECLES ELISA X 96 DETERMINACIONES;KIT;2379;0;0;0;0
1610;HELICOBACTER PYLORI AG X 96 DETERMINACIONES;KIT;3500;0;0;0;0
1611;HELICOBACTER PYLORI EN HECES FECALES ELISA * 96 DETERMINACIONES;KIT;2400;0;0;0;0
1612;HELICOBACTER PYLORI EN HECES PRUEBA RAPIDA;CASSETTE;14,97;0;10;10;0
1613;HELICOBACTER PYLORI EN SUERO PRUEBA RAPIDA;CASSETTE;5,97;0;160;160;0
1614;HELICOBACTER PYLORI IGG ELISA X 96 DETERMINACIONES;KIT;1250;0;0;0;0
1615;HELICOBACTER PYLORI IGG ELISA X 96 DETERMINACIONES;KIT;1250;0;0;0;0
1616;HELICOBACTER PYLORI IGG ELISA X 96 DETERMINACIONES;KIT;1890;0;0;0;0
1617;HELICOBACTER PYLORI IGM ELISA X 96 DETERMINACIONES;KIT;1890;0;0;0;0
1618;HELICOBACTER PYLORI IGM ELISA X 96 DETERMINACIONES;KIT;1250;0;5;5;0
1619;HELICOBACTER PYLORI IGM ELISA X 96 DETERMINACIONES;KIT;1250;0;5;5;0
1620;HELICOBACTYER PYLORI ANTIGENO ELISA X 96;KIT;5500;0;0;0;0
1621;HEMATOXILINA;LITRO;770;0;0;0;0
1622;HEMATOXILINA DE 1 LT;LITRO;459,2;0;2;2;0
1623;HEMATOXILINA DE HARRIS;FRASCO;1850;0;0;0;0
1624;HEMOCULTIVO ADULTO CON RESINA;FRASCO;57,5;0;0;0;0
1625;HEMOCULTIVO CON RESINA ADULTO 8-10ML X 50;KIT;5500;0;1;1;0
1626;HEMOCULTIVO CON RESINA PEDIATRICO 1-3ML X 50;KIT;5500;0;0;0;0
1627;HEMOCULTIVO PEDIATRICO CON RESINA;FRASCO;57,5;0;1;1;0
1628;HEMOCULTIVO Y ANTIBIOGRAMA. UN SOLO LADO. BLANCO Y AZUL. TAMAÑO MEDIA CARTA. GRAMAJE: 75 G/M2 20 LB. MEDIDA: 216 MM X 136 MM. PAPEL QUÍMICO. CON UNA COPIA;HOJA;0,26;0;0;0;0
1629;HEMOCULTIVO. UN SOLO LADO. BLANCO Y AZUL. TAMAÑO MEDIA CARTA. GRAMAJE: 75 G/M2 20 LB. MEDIDA: 216 MM X 136 MM. PAPEL QUÍMICO. CON UNA COPIA;HOJA;0,25;0;0;0;0
1630;HEMOCULTIVOS ADULTOS CON RESINA;FRASCO;54,5;0;0;0;0
1631;HEMOCULTIVOS ADULTOS CON RESINA;FRASCO;59;0;0;0;0
1632;HEMOCULTIVOS NEONATALES CON RESINA;FRASCO;49;0;0;0;0
1633;HEMOCULTIVOS PEDIATRICOS CON RESINA;FRASCO;59;0;10;10;0
1634;HEMOCULTIVOS PEDIATRICOS CON RESINA;FRASCO;59,99;0;160;160;0
1635;HEPATITIS A IG M (HAV) ELISA X 96 DET.;KIT;2299,99;0;0;0;0
1636;HEPATITIS A IGM ELISA X 96;KIT;1100;0;0;0;0
1637;HEPATITIS A IGM ELISA X 96 DETERMINACIONES;KIT;1100;0;0;0;0
1638;HEPATITIS A IGM ELISA X 96 DETERMINACIONES;KIT;3100;0;0;0;0
1639;HEPATITIS A IGM ELISA X 96 DETERMINACIONES;KIT;1154,98;0;5;5;0
1640;HEPATITIS ANTI CORE ELISA X 96;KIT;1100;0;5;5;0
1641;HEPATITIS B (AG CORE) ELISA X 96 DET.;KIT;2449,99;0;0;0;0
1642;HEPATITIS B (HBSAG) ELISA X 96 DETERMINACIONES;KIT;956,83;0;0;0;0
1643;HEPATITIS B (HBSAG) PRUEBA RÁPIDA;TIRA/TACO;11;0;2;2;0
1644;HEPATITIS B ANTI-CORE ELISA X 96 DETERMINACIONES;KIT;1400;0;0;0;0
1645;HEPATITIS B ANTIGENO (HBSAG) X 96 DETERMINACIONES;KIT;2150;0;0;0;0
1646;HEPATITIS B HBSAG ELISA X 96;KIT;1184,5;0;1;1;0
1647;HEPATITIS B HBSAG ULTRA ELISA X 480 DETER;KIT;7800;0;0;0;0
1648;HEPATITIS B PRUEBA RAPIDA;CASSETTE;9;0;1;1;0
1649;HEPATITIS B-HBSAG ELISA X 96 DET.;KIT;2499,9;0;0;0;0
1650;HEPATITIS C (HBSAG) ELISA X 96 DETERMINACIONES;KIT;768,74;0;0;0;0
1651;HEPATITIS C (HCVAB) ELISA X 96 DETERMINACIONES;KIT;649,99;0;0;0;0
1652;HEPATITIS C (HCVAB) X 96 DETERMINACIONES;KIT;2100;0;0;0;0
1653;HEPATITIS C AB  ELISA X 96 DET. DETECCION;KIT;2299,99;0;0;0;0
1654;HEPATITIS C AB ELISA X 96;KIT;1099,5;0;10;10;0
1655;HEPATITIS C PRUEBA RAPIDA;CASSET;9;0;160;160;0
1656;HERPES IGG ELISA POR 96 DETERMINACIONES;KIT;1430;0;0;0;0
1657;HERPES IGM ELISA POR 96 DETERMINACIONES;KIT;1625;0;0;0;0
1658;HERPES SIMPLE IG G ELISA X 96 DET.;KIT;3999,99;0;0;0;0
1659;HERPES SIMPLE IG M ELISA X 96 DET.;KIT;4500;0;0;0;0
1660;HERPES SIMPLE IGG ELISA X 96;KIT;1500;0;5;5;0
1661;HERPES SIMPLE IGG ELISA X 96 DETERMINACIONES;KIT;1250;0;5;5;0
1662;HERPES SIMPLE IGG ELISA X 96 DETERMINACIONES;KIT;1069,99;0;0;0;0
1663;HERPES SIMPLE IGG X 96 DETERMINACIONES;KIT;2650;0;0;0;0
1664;HERPES SIMPLE IGM ELISA X 96;KIT;1800;0;2;2;0
1665;HERPES SIMPLE IGM ELISA X 96 DETERMINACIONES;KIT;2650;0;0;0;0
1666;HERPES SIMPLE IGM ELISA X 96 DETERMINACIONES;KIT;1069,99;0;0;0;0
1667;HGC CALIBRADOR CLIA (CL 1200I) 3X2ML;KIT;1670;0;1;1;0
1668;HGC CALIBRADOR CLIA (CL 900I)B 3X2 ML;KIT;1746;0;0;0;0
1669;HGC CLIA (CL 1200I) 2X 50T;KIT;1880;0;1;1;0
1670;HGC CLIA (CL 900I) 2X50T;KIT;2112;0;0;0;0
1671;HGC ELISA X 96;KIT;1120;0;0;0;0
1672;HGC ELISA X 96 DETERMINACIONES;KIT;1113,33;0;0;0;0
1673;HGC ELISA X 96 DETERMINACIONES;FRASCO;1100;0;0;0;0
1674;HIDATIDOSIS ELISA X 96;KIT;1900;0;0;0;0
1675;HIDATIDOSIS IGG ELISA X 96 DETERMINACIONES;FRASCO;1899;0;10;10;0
1676;HIDATODOSIS IGG ELISA X 96 DETERMINACIONES;KIT;1894,67;0;0;0;0
1677;HIERRO;KIT;204;0;0;0;0
1678;HIERRO;KIT;88,5;0;0;0;0
1679;HIERRO;KIT;127,5;0;0;0;0
1680;HIERRO COLORIMETRICO R1: 1X80 ML R2: 1X2.5 ML;KIT;114,5;0;0;0;0
1681;HIERRO SERICO MANUAL;KIT;72;0;5;5;0
1682;HIPOCLORITO DE SODIO (LAVANDINA);KG;8,86;0;5;5;0
1683;HISOPO DE AGUA X 50;KIT;4837,5;0;0;0;0
1684;HISOPO DE DACRON X 100;CJA;200;0;0;0;0
1685;HISOPO DE DRACON;UND;6;0;2;2;0
1686;HISOPO DE SUPERFICIE X 150;KIT;13758;0;0;0;0
1687;HISOPO0S DACRON EN SOBRES INDIVIDUALES;PZA;9,99;0;0;0;0
1688;HISOPOS DACRON EN SOBRES INDIVIDUALES;PZA;9,99;0;1;1;0
1689;HISOPOS DACRON ORIFARINGEO EN SOBRES INDIVIDUALES;CJA;13,99;0;0;0;0
1690;HISOPOS DACRON OROFARINGEO EN SOBRES INDIVIDUALES;PQTES;9,99;0;1;1;0
1691;HISOPOS DACRON OROFARINGEO EN SOBRES INDIVIDUALES;PZA;9,99;0;0;0;0
1692;HISOPOS DACRON X 100;PQTES;500;0;0;0;0
1693;HISOPOS DRACON OROFARINGEO EN SOBRES INDIVIDUALES;PZA;9,99;0;0;0;0
1694;HIV 1/2 PRUEBA RÁPIDA;TIRA/TACO;374;0;0;0;0
1695;HMI;UND;3210;0;0;0;0
1696;HOJA MENBRETADA (BIOLOGÍA MOLECULAR) UN LADO. FULL COLOR. CON MARCA DE AGUA. TAMAÑO: CARTA. GRAMAJE: 75 G/M2 20 LB. MEDIDA: 8 1/2 X11 (216 MM X 279 MM).;HOJA;0,25;0;10;10;0
1697;HORMONA ADRENOCORTICOTROPICA (CLIA) 2X50T PARA CL 900I;KIT;3550;0;0;0;0
1698;HORMONA DE CRECIMIENTO ELISA X 96 DETERMINACIONES;KIT;1120;0;0;0;0
1699;HORMONA DEL CRECIMIENTO ELISA X 96 DETERMINACIONES;KIT;1590;0;0;0;0
1700;HORMONA ESTIMULANTE DE LA TIROIDES (CLIA) 2X50T PARA CL 900I;KIT;1460;0;0;0;0
1701;HORMONA FOLICULO ESTIMULANTE (CLIA) 2X50T PARA CL 900I;KIT;1670;0;0;0;0
1702;HORMONA LUTEINIZANTE (CLIA) 2X50T PARA CL 900I;KIT;1670;0;0;0;0
1703;HORMONA PARATOROIDEA (CLIA) 2X50T PARA CL 900I;KIT;5010;0;0;0;0
1704;HUMIDIFICADOR AIRVO 2;KIT;1700;0;0;0;0
1705;IG E  ELISA X 96 DETERMINACIONES;KIT;1040;0;0;0;0
1706;IGA 4X9.6 + 4X4.8 NEPHSTAR;KIT;1650;0;0;0;0
1707;IGA NEPHSTAR X 50 DET.;KIT;900;0;0;0;0
1708;IGA NEPHSTAR X 50 DETERMINACIONES;KIT;900;0;0;0;0
1709;IGE ELISA X 96 DETERMINACIONES;FRASCO;1000;0;0;0;0
1710;IGG 4 X 8.8 + 4 X 8.8 NEPHSTAR;KIT;1650;0;0;0;0
1711;IGG NEPHSTAR X 50 DET.;KIT;900;0;0;0;0
1712;IGG NEPHSTAR X 50 DETERMINACIONES;KIT;900;0;0;0;0
1713;IGM 4 X 10 + 4 X 2 NEPHSTAR;KIT;870;0;0;0;0
1714;IGM NEPHSTAR X 50 DET.;KIT;900;0;0;0;0
1715;IGM NEPHSTAR X 50 DETERMINACIONES;KIT;900;0;0;0;0
1716;INDICADOR BIOLOGICO CLASE IV;CJA;90;0;0;0;0
